[2025-11-28 14:06:35] [32minfo[39m: 	z2m: Zigbee2MQTT started!
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_pricescheapest3hr/config' with data '{"name":"Cheapest 3hr period ahead","stat_t":"amsreader/prices","uniq_id":"ams-4a6_pricescheapest3hr","obj_id":"ams-4a6_pricescheapest3hr","unit_of_meas":"","val_tpl":"{{ value_json.prices.cheapest3hr | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"timestamp"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_pricescheapest6hr/config' with data '{"name":"Cheapest 6hr period ahead","stat_t":"amsreader/prices","uniq_id":"ams-4a6_pricescheapest6hr","obj_id":"ams-4a6_pricescheapest6hr","unit_of_meas":"","val_tpl":"{{ value_json.prices.cheapest6hr | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"timestamp"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices0/config' with data '{"name":"Price current hour","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices0","obj_id":"ams-4a6_prices0","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['0'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary","stat_cla":"total"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices1/config' with data '{"name":"Price in 01 hour","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices1","obj_id":"ams-4a6_prices1","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['1'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices2/config' with data '{"name":"Price in 02 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices2","obj_id":"ams-4a6_prices2","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['2'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices3/config' with data '{"name":"Price in 03 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices3","obj_id":"ams-4a6_prices3","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['3'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices4/config' with data '{"name":"Price in 04 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices4","obj_id":"ams-4a6_prices4","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['4'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices5/config' with data '{"name":"Price in 05 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices5","obj_id":"ams-4a6_prices5","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['5'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices6/config' with data '{"name":"Price in 06 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices6","obj_id":"ams-4a6_prices6","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['6'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices7/config' with data '{"name":"Price in 07 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices7","obj_id":"ams-4a6_prices7","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['7'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices8/config' with data '{"name":"Price in 08 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices8","obj_id":"ams-4a6_prices8","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['8'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices9/config' with data '{"name":"Price in 09 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices9","obj_id":"ams-4a6_prices9","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['9'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices10/config' with data '{"name":"Price in 10 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices10","obj_id":"ams-4a6_prices10","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['10'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices11/config' with data '{"name":"Price in 11 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices11","obj_id":"ams-4a6_prices11","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['11'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices12/config' with data '{"name":"Price in 12 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices12","obj_id":"ams-4a6_prices12","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['12'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices13/config' with data '{"name":"Price in 13 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices13","obj_id":"ams-4a6_prices13","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['13'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices14/config' with data '{"name":"Price in 14 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices14","obj_id":"ams-4a6_prices14","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['14'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices15/config' with data '{"name":"Price in 15 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices15","obj_id":"ams-4a6_prices15","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['15'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices16/config' with data '{"name":"Price in 16 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices16","obj_id":"ams-4a6_prices16","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['16'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices17/config' with data '{"name":"Price in 17 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices17","obj_id":"ams-4a6_prices17","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['17'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices18/config' with data '{"name":"Price in 18 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices18","obj_id":"ams-4a6_prices18","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['18'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices19/config' with data '{"name":"Price in 19 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices19","obj_id":"ams-4a6_prices19","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['19'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices20/config' with data '{"name":"Price in 20 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices20","obj_id":"ams-4a6_prices20","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['20'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices21/config' with data '{"name":"Price in 21 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices21","obj_id":"ams-4a6_prices21","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['21'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices22/config' with data '{"name":"Price in 22 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices22","obj_id":"ams-4a6_prices22","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['22'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices23/config' with data '{"name":"Price in 23 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices23","obj_id":"ams-4a6_prices23","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['23'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices24/config' with data '{"name":"Price in 24 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices24","obj_id":"ams-4a6_prices24","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['24'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices25/config' with data '{"name":"Price in 25 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices25","obj_id":"ams-4a6_prices25","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['25'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices26/config' with data '{"name":"Price in 26 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices26","obj_id":"ams-4a6_prices26","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['26'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices27/config' with data '{"name":"Price in 27 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices27","obj_id":"ams-4a6_prices27","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['27'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices28/config' with data '{"name":"Price in 28 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices28","obj_id":"ams-4a6_prices28","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['28'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_prices29/config' with data '{"name":"Price in 29 hours","stat_t":"amsreader/prices","uniq_id":"ams-4a6_prices29","obj_id":"ams-4a6_prices29","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.prices['29'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_exportprices0/config' with data '{"name":"Export price current hour","stat_t":"amsreader/prices","uniq_id":"ams-4a6_exportprices0","obj_id":"ams-4a6_exportprices0","unit_of_meas":"NOK/kWh","val_tpl":"{{ value_json.exportprices['0'] | is_defined }}","expire_after":4000,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"monetary","stat_cla":"total"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_P/config' with data '{"name":"Active import","stat_t":"amsreader/power","uniq_id":"ams-4a6_P","obj_id":"ams-4a6_P","unit_of_meas":"W","val_tpl":"{{ value_json.P | is_defined }}","expire_after":30,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"power","stat_cla":"measurement"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_t/config' with data '{"name":"Data timestamp","stat_t":"amsreader/power","uniq_id":"ams-4a6_t","obj_id":"ams-4a6_t","unit_of_meas":"","val_tpl":"{{ value_json.t | is_defined }}","expire_after":30,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"timestamp"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_Q/config' with data '{"name":"Reactive import","stat_t":"amsreader/power","uniq_id":"ams-4a6_Q","obj_id":"ams-4a6_Q","unit_of_meas":"var","val_tpl":"{{ value_json.Q | is_defined }}","expire_after":30,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"reactive_power","stat_cla":"measurement"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_QO/config' with data '{"name":"Reactive export","stat_t":"amsreader/power","uniq_id":"ams-4a6_QO","obj_id":"ams-4a6_QO","unit_of_meas":"var","val_tpl":"{{ value_json.QO | is_defined }}","expire_after":30,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"reactive_power","stat_cla":"measurement"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_I1/config' with data '{"name":"L1 current","stat_t":"amsreader/power","uniq_id":"ams-4a6_I1","obj_id":"ams-4a6_I1","unit_of_meas":"A","val_tpl":"{{ value_json.I1 | is_defined }}","expire_after":30,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"current","stat_cla":"measurement"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/sensor/ams-4a6_I2/config' with data '{"name":"L2 current","stat_t":"amsreader/power","uniq_id":"ams-4a6_I2","obj_id":"ams-4a6_I2","unit_of_meas":"A","val_tpl":"{{ value_json.I2 | is_defined }}","expire_after":30,"dev":{"ids":["ams-4a6"],"name":"AMS reader","mdl":"Pow-U+","sw":"v2.4.11","mf":"amsleser.no","cu":"http://ams-4a6.local/"},"dev_cla":"current","stat_cla":"measurement"}'
